0.000158052,0.000209176,-1.4259e-005,
0.00255092,0.00351128,0.00349305,
0.00455394,0.00513819,0.00514389,
0.00520666,0.00523585,0.00455031,
0.00547236,0.00505611,0.00351357,
0.00565883,0.00487256,0.00250465,
0.00583025,0.00471058,0.00159861,
0.00599751,0.00456084,0.000797411,
0.00616028,0.00441232,9.07047e-005,
0.00631528,0.00425647,-0.000528863,
0.0064586,0.00408643,-0.00106468,
0.00658638,0.00389653,-0.00151747,
0.00669528,0.00368204,-0.00188691,
0.00678264,0.00343895,-0.00217283,
0.00684694,0.00316412,-0.00237638,
0.00688797,0.0028557,-0.00250045,
0.00690682,0.0025134,-0.00254959,
0.00690576,0.0021385,-0.00253026,
0.00688784,0.00173405,-0.00245027,
0.00685659,0.00130494,-0.00231856,
0.00681588,0.000857672,-0.00214466,
0.00676948,0.000400223,-0.00193818,
0.00672073,-5.83967e-005,-0.00170841,
0.0066723,-0.000509104,-0.00146397,
0.00662615,-0.000942984,-0.0012125,
0.00658367,-0.00135181,-0.000960798,
0.00654567,-0.0017286,-0.000714478,
0.00651242,-0.00206804,-0.000477783,
0.00648401,-0.00236671,-0.000253751,
0.00646045,-0.00262279,-4.46345e-005,
0.00644144,-0.00283552,0.000147732,
0.00642646,-0.00300508,0.000322104,
0.00641488,-0.00313265,0.000477861,
0.00640622,-0.00322029,0.000614888,
0.00640011,-0.00327055,0.000733324,
0.00639619,-0.00328609,0.000833651,
0.00639404,-0.00326967,0.000916525,
0.00639342,-0.00322413,0.00098288,
0.0063942,-0.0031524,0.00103379,
0.00639624,-0.00305742,0.00107035,
0.00639929,-0.00294225,0.00109378,
0.00640316,-0.00280981,0.00110541,
0.00640769,-0.00266285,0.00110647,
0.00641276,-0.00250363,0.00109807,
0.00641827,-0.00233381,0.00108116,
0.00642423,-0.00215463,0.00105662,
0.00643065,-0.0019672,0.00102533,
0.00643756,-0.00177251,0.000988064,
0.00644499,-0.00157154,0.000945583,
0.00645296,-0.00136524,0.000898646,
0.0064615,-0.00115458,0.000848005,
